piid,agency,vendor,value,description_doge,fpds_status,fpds_link,deleted_date,savings,award_agency,award_procurement_id,award_modification_num,ref_idv_agency,ref_idv_procurement_id,ref_idv_modification_num,date_signed,date_effective,date_complete,date_ult_complete_est,date_solicitation,amount_obligated,amount_obligated_total,amount_base_exercised_options,amount_base_exercised_options_total,amount_ultimate,amount_ultimate_total,entity_id,entity_name,entity_dba,cage_code,entity_street,entity_street_2,entity_city,entity_state,entity_zip,entity_county,entity_county_disp,entity_phone,entity_fax,entity_congressional_district,product_service_code,product_service_desc,principal_naics_code,principal_naics_desc,performance_state,performance_location,performance_country,performance_county,performance_city,performance_congressional_district,performance_zip,performance_zip_ext,requirement_desc,dt_scrape
Unavailable,USAID,Unavailable,10369,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,10350,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,10263,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,10233,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,10200,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,10136,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,10067,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,10062,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,10060,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,10059,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,10009,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,9999,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,9998,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,9995,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,9990,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,9984,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,9960,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,9857,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,9840,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,9805,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,9752,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,9750,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,9743,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,9697,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,9695,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,9682,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,9675,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,9647,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,9563,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,9500,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,9492,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,9490,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,9450,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,9446,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,9438,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,9399,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,9392,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,9339,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,9304,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,9300,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,9255,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,9210,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,9191,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,9168,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,9142,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,9120,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,9100,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,9071,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,9025,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,9020,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,9005,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,8978,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,8934,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,8886,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,8880,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,8831,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,8780,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,8741,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,8740,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,8720,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,8677,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,8668,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,8664,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,8603,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,8572,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,8516,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,8500,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,8327,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,8311,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,8173,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,8162,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,8125,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,8118,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,8108,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,7970,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,7963,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,7908,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,7900,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,7830,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,7820,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,7750,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,7723,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,7696,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,7681,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,7680,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,7679,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,7643,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,7635,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,7600,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,7543,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,7513,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,7500,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,7430,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,7429,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,7417,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,7374,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,7371,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,7340,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,7280,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,7250,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,7237,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,7216,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,7152,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,7132,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,7065,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,7062,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,7060,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,7011,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,6959,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,6930,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,6860,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,6847,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,6782,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,6667,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,6636,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,6615,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,6606,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,6582,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,6567,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,6563,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,6538,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,6464,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,6460,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,6445,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,6410,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
